"Abs","enz","sample","nitrogen","plot","p_nytro_C","cali_group","dry_weight","comments","dry_weight_ratio","date_time"
"342",0.1529,"phospha","b","1","12",NA,"5",4.11,"",0.822,"08.06/11.00"
"343",1.0138,"phospha","a","0","13",NA,"5",4.18,"",0.836,"08.06/11.00"
"344",1.131,"phospha","a","1","13",NA,"5",4.32,"",0.864,"08.06/11.00"
"345",0.1742,"phospha","b","0","13",NA,"5",4.18,"",0.836,"08.06/11.00"
"346",0.1888,"phospha","b","1","13",NA,"5",4.32,"",0.864,"08.06/11.00"
"347",1.0183,"phospha","a","0","14",NA,"5",4.06,"",0.812,"08.06/11.00"
"348",0.9161,"phospha","a","1","14",NA,"5",4.14,"",0.828,"08.06/11.00"
"349",0.1804,"phospha","b","0","14",NA,"5",4.06,"",0.812,"08.06/11.00"
"350",0.1604,"phospha","b","1","14",NA,"5",4.14,"",0.828,"08.06/11.00"
"351",1.0288,"phospha","a","0","15",NA,"5",4.14,"",0.828,"08.06/11.00"
"352",1.0676,"phospha","a","1","15",NA,"5",4.33,"",0.866,"08.06/11.00"
"353",0.2078,"phospha","b","0","15",NA,"5",4.14,"",0.828,"08.06/11.00"
"354",0.1999,"phospha","b","1","15",NA,"5",4.33,"",0.866,"08.06/11.00"
"355",0.9885,"phospha","a","0","16",NA,"5",4.04,"",0.808,"08.06/11.00"
"356",1.0604,"phospha","a","1","16",NA,"5",4.15,"",0.83,"08.06/11.00"
"357",0.1828,"phospha","b","0","16",NA,"5",4.04,"",0.808,"08.06/11.00"
"358",0.1627,"phospha","b","1","16",NA,"5",4.15,"",0.83,"08.06/11.00"
"359",0.7763,"phospha","a","0","17",NA,"5",4.36,"",0.872,"08.06/13.00"
"360",0.8839,"phospha","a","1","17",NA,"5",4.39,"",0.878,"08.06/13.00"
"361",0.238,"phospha","b","0","17",NA,"5",4.36,"",0.872,"08.06/13.00"
"362",0.2428,"phospha","b","1","17",NA,"5",4.39,"",0.878,"08.06/13.00"
"363",1.0476,"phospha","a","0","18",NA,"5",4.04,"",0.808,"08.06/13.00"
"364",1.0134,"phospha","a","1","18",NA,"5",4.27,"",0.854,"08.06/13.00"
"365",0.1876,"phospha","b","0","18",NA,"5",4.04,"",0.808,"08.06/13.00"
"366",0.1902,"phospha","b","1","18",NA,"5",4.27,"",0.854,"08.06/13.00"
"367",0.9898,"phospha","a","0","19",NA,"5",4.15,"",0.83,"08.06/13.00"
"368",1.1714,"phospha","a","1","19",NA,"5",4.29,"",0.858,"08.06/13.00"
"369",0.2046,"phospha","b","0","19",NA,"5",4.15,"",0.83,"08.06/13.00"
"370",0.1772,"phospha","b","1","19",NA,"5",4.29,"",0.858,"08.06/13.00"
"371",0.9681,"phospha","a","0","20",NA,"5",4.16,"",0.832,"08.06/13.00"
"372",1.1067,"phospha","a","1","20",NA,"5",4.06,"",0.812,"08.06/13.00"
"373",0.1738,"phospha","b","0","20",NA,"5",4.16,"",0.832,"08.06/13.00"
"374",0.2181,"phospha","b","1","20",NA,"5",4.06,"",0.812,"08.06/13.00"
"375",1.0655,"phospha","a","0","21",NA,"5",4.03,"",0.806,"08.06/13.00"
"376",1.2571,"phospha","a","1","21",NA,"5",4.16,"",0.832,"08.06/13.00"
"377",0.1883,"phospha","b","0","21",NA,"5",4.03,"",0.806,"08.06/13.00"
"378",0.1808,"phospha","b","1","21",NA,"5",4.16,"",0.832,"08.06/13.00"
"379",1.0675,"phospha","a","0","22",NA,"5",4.21,"",0.842,"08.06/13.00"
"380",1.0586,"phospha","a","1","22",NA,"5",3.73,"",0.746,"08.06/13.00"
"381",0.1777,"phospha","b","0","22",NA,"5",4.21,"",0.842,"08.06/13.00"
"382",0.1785,"phospha","b","1","22",NA,"5",3.73,"",0.746,"08.06/13.00"
"383",1.0498,"phospha","a","0","23",NA,"5",3.9,"",0.78,"08.06/13.00"
"384",0.8861,"phospha","a","1","23",NA,"5",3.62,"",0.724,"08.06/13.00"
"385",0.2205,"phospha","b","0","23",NA,"5",3.9,"",0.78,"08.06/13.00"
"386",0.1769,"phospha","b","1","23",NA,"5",3.62,"",0.724,"08.06/13.00"
"387",0.985,"phospha","a","0","24",NA,"5",4.17,"",0.834,"08.06/13.00"
"388",1.0802,"phospha","a","1","24",NA,"5",4.34,"",0.868,"08.06/13.00"
"389",0.1386,"phospha","b","0","24",NA,"5",4.17,"",0.834,"08.06/13.00"
"390",0.1328,"phospha","b","1","24",NA,"5",4.34,"",0.868,"08.06/13.00"
"391",0.8495,"phospha","a","0","25",NA,"5",4.36,"",0.872,"08.06/15.00"
"392",0.7735,"phospha","a","1","25",NA,"5",4.32,"",0.864,"08.06/15.00"
"393",0.1821,"phospha","b","0","25",NA,"5",4.36,"",0.872,"08.06/15.00"
"394",0.1934,"phospha","b","1","25",NA,"5",4.32,"",0.864,"08.06/15.00"
"395",1.0269,"phospha","a","0","26",NA,"5",4.15,"",0.83,"08.06/15.00"
"396",1.1558,"phospha","a","1","26",NA,"5",4.35,"",0.87,"08.06/15.00"
"397",0.2029,"phospha","b","0","26",NA,"5",4.15,"",0.83,"08.06/15.00"
"398",0.1864,"phospha","b","1","26",NA,"5",4.35,"",0.87,"08.06/15.00"
"399",1.0511,"phospha","a","0","27",NA,"5",4.12,"",0.824,"08.06/15.00"
"400",0.7804,"phospha","a","1","27",NA,"5",3.71,"",0.742,"08.06/15.00"
"401",0.2396,"phospha","b","0","27",NA,"5",4.12,"",0.824,"08.06/15.00"
"402",0.1873,"phospha","b","1","27",NA,"5",3.71,"",0.742,"08.06/15.00"
"403",1.0635,"phospha","a","0","28",NA,"5",4.24,"",0.848,"08.06/15.00"
"404",0.9138,"phospha","a","1","28",NA,"5",4.22,"",0.844,"08.06/15.00"
"405",0.1976,"phospha","b","0","28",NA,"5",4.24,"",0.848,"08.06/15.00"
"406",0.2237,"phospha","b","1","28",NA,"5",4.22,"",0.844,"08.06/15.00"
"407",0.9181,"phospha","a","0","29",NA,"5",4.37,"",0.874,"08.06/15.00"
"408",1.0081,"phospha","a","1","29",NA,"5",4.19,"",0.838,"08.06/15.00"
"409",0.2336,"phospha","b","0","29",NA,"5",4.37,"",0.874,"08.06/15.00"
"410",0.1855,"phospha","b","1","29",NA,"5",4.19,"",0.838,"08.06/15.00"
"411",0.9147,"phospha","a","0","30",NA,"5",4.19,"",0.838,"08.06/15.00"
"412",0.9358,"phospha","a","1","30",NA,"5",4.38,"",0.876,"08.06/15.00"
"413",0.269,"phospha","b","0","30",NA,"5",4.19,"",0.838,"08.06/15.00"
"414",0.1871,"phospha","b","1","30",NA,"5",4.38,"",0.876,"08.06/15.00"
"415",1.0528,"phospha","a","0","31",NA,"5",4.08,"",0.816,"08.06/15.00"
"416",0.7925,"phospha","a","1","31",NA,"5",3.57,"",0.714,"08.06/15.00"
"417",0.2227,"phospha","b","0","31",NA,"5",4.08,"",0.816,"08.06/15.00"
"418",0.2307,"phospha","b","1","31",NA,"5",3.57,"",0.714,"08.06/15.00"
"419",0.9827,"phospha","a","0","32",NA,"5",4.16,"",0.832,"08.06/15.00"
"420",0.897,"phospha","a","1","32",NA,"5",4.37,"",0.874,"08.06/15.00"
"421",0.236,"phospha","b","0","32",NA,"5",4.16,"",0.832,"08.06/15.00"
"422",0.2412,"phospha","b","1","32",NA,"5",4.37,"",0.874,"08.06/15.00"
"423",0.8132,"phospha","a","0","33",NA,"5",4.25,"",0.85,"08.06/15.20"
"424",0.7796,"phospha","a","1","33",NA,"5",4.43,"",0.886,"08.06/15.20"
"425",0.1973,"phospha","b","0","33",NA,"5",4.25,"",0.85,"08.06/15.20"
"426",0.1895,"phospha","b","1","33",NA,"5",4.43,"",0.886,"08.06/15.20"
"427",0.968,"phospha","a","0","34",NA,"5",4.12,"",0.824,"08.06/15.20"
"428",0.914,"phospha","a","1","34",NA,"5",3.87,"",0.774,"08.06/15.20"
"429",0.1677,"phospha","b","0","34",NA,"5",4.12,"",0.824,"08.06/15.20"
"430",0.1748,"phospha","b","1","34",NA,"5",3.87,"",0.774,"08.06/15.20"
"431",0.9504,"phospha","a","0","35",NA,"5",4.1,"",0.82,"08.06/15.20"
"432",0.9653,"phospha","a","1","35",NA,"5",4.22,"",0.844,"08.06/15.20"
"433",0.1631,"phospha","b","0","35",NA,"5",4.1,"",0.82,"08.06/15.20"
"434",0.1483,"phospha","b","1","35",NA,"5",4.22,"",0.844,"08.06/15.20"
"435",0.9764,"phospha","a","0","36",NA,"5",4.2,"",0.84,"08.06/15.20"
"436",0.9653,"phospha","a","1","36",NA,"5",4.38,"",0.876,"08.06/15.20"
"437",0.1615,"phospha","b","0","36",NA,"5",4.2,"",0.84,"08.06/15.20"
"438",0.1677,"phospha","b","1","36",NA,"5",4.38,"",0.876,"08.06/15.20"
"439",1.1365,"phospha","a","0","37",NA,"5",4.15,"",0.83,"08.06/15.20"
"440",0.932,"phospha","a","1","37",NA,"5",4.38,"",0.876,"08.06/15.20"
"441",0.2452,"phospha","b","0","37",NA,"5",4.15,"",0.83,"08.06/15.20"
"442",0.1659,"phospha","b","1","37",NA,"5",4.38,"",0.876,"08.06/15.20"
"443",0.9073,"phospha","a","0","38",NA,"5",4.11,"",0.822,"08.06/15.20"
"444",0.8882,"phospha","a","1","38",NA,"5",4.37,"",0.874,"08.06/15.20"
"445",0.198,"phospha","b","0","38",NA,"5",4.11,"",0.822,"08.06/15.20"
"446",0.1708,"phospha","b","1","38",NA,"5",4.37,"",0.874,"08.06/15.20"
"447",0.9737,"phospha","a","0","39",NA,"5",4.19,"",0.838,"08.06/15.20"
"448",0.8838,"phospha","a","1","39",NA,"5",4.27,"",0.854,"08.06/15.20"
"449",0.1339,"phospha","b","0","39",NA,"5",4.19,"",0.838,"08.06/15.20"
"450",0.1294,"phospha","b","1","39",NA,"5",4.27,"",0.854,"08.06/15.20"
"451",1.0836,"phospha","a","0","40",NA,"5",4.14,"",0.828,"08.06/15.20"
"452",0.9,"phospha","a","1","40",NA,"5",4.34,"",0.868,"08.06/15.20"
"453",0.151,"phospha","b","0","40",NA,"5",4.14,"",0.828,"08.06/15.20"
"454",0.1241,"phospha","b","1","40",NA,"5",4.34,"",0.868,"08.06/15.20"
"455",0.7838,"phospha","a","1","41",NA,"6",4.57,"",0.914,"08.07/8.00"
"456",0.8839,"phospha","a","0","41",NA,"6",4.38,"",0.876,"08.07/8.00"
"457",0.1636,"phospha","b","1","41",NA,"6",4.57,"",0.914,"08.07/8.00"
"458",0.1928,"phospha","b","0","41",NA,"6",4.38,"",0.876,"08.07/8.00"
"459",0.993,"phospha","a","1","42",NA,"6",4.43,"",0.886,"08.07/8.00"
"460",0.995,"phospha","a","0","42",NA,"6",4.16,"",0.832,"08.07/8.00"
"461",0.1727,"phospha","b","1","42",NA,"6",4.43,"",0.886,"08.07/8.00"
"462",0.1686,"phospha","b","0","42",NA,"6",4.16,"",0.832,"08.07/8.00"
"463",1.1602,"phospha","a","1","43",NA,"6",4.36,"",0.872,"08.07/8.00"
"464",0.8891,"phospha","a","0","43",NA,"6",4.16,"",0.832,"08.07/8.00"
"465",0.1848,"phospha","b","1","43",NA,"6",4.36,"",0.872,"08.07/8.00"
"466",0.1692,"phospha","b","0","43",NA,"6",4.16,"",0.832,"08.07/8.00"
"467",1.1468,"phospha","a","1","44",NA,"6",4.18,"",0.836,"08.07/8.00"
"468",1.0286,"phospha","a","0","44",NA,"6",4.02,"",0.804,"08.07/8.00"
"469",0.1772,"phospha","b","1","44",NA,"6",4.18,"",0.836,"08.07/8.00"
"470",0.1581,"phospha","b","0","44",NA,"6",4.02,"",0.804,"08.07/8.00"
"471",1.0144,"phospha","a","1","45",NA,"6",4.33,"",0.866,"08.07/8.00"
"472",1.016,"phospha","a","0","45",NA,"6",4.13,"",0.826,"08.07/8.00"
"473",0.18,"phospha","b","1","45",NA,"6",4.33,"",0.866,"08.07/8.00"
"474",0.1769,"phospha","b","0","45",NA,"6",4.13,"",0.826,"08.07/8.00"
"475",1.057,"phospha","a","1","46",NA,"6",4.34,"",0.868,"08.07/8.00"
"476",1.0199,"phospha","a","0","46",NA,"6",4.14,"",0.828,"08.07/8.00"
"477",0.1763,"phospha","b","1","46",NA,"6",4.34,"",0.868,"08.07/8.00"
"478",0.1805,"phospha","b","0","46",NA,"6",4.14,"",0.828,"08.07/8.00"
"479",1.0864,"phospha","a","1","47",NA,"6",4.23,"",0.846,"08.07/8.00"
"480",1.0287,"phospha","a","0","47",NA,"6",3.98,"",0.796,"08.07/8.00"
"481",0.1903,"phospha","b","1","47",NA,"6",4.23,"",0.846,"08.07/8.00"
"482",0.2061,"phospha","b","0","47",NA,"6",3.98,"",0.796,"08.07/8.00"
"483",1.0282,"phospha","a","1","48",NA,"6",4.38,"",0.876,"08.07/8.00"
"484",0.9239,"phospha","a","0","48",NA,"6",4.05,"",0.81,"08.07/8.00"
"485",0.1786,"phospha","b","1","48",NA,"6",4.38,"",0.876,"08.07/8.00"
"486",0.1732,"phospha","b","0","48",NA,"6",4.05,"",0.81,"08.07/8.00"
"487",0.7757,"phospha","a","1","49",NA,"6",4.38,"",0.876,"08.07/8.00"
"488",0.8069,"phospha","a","0","49",NA,"6",4.12,"",0.824,"08.07/8.00"
"489",0.1829,"phospha","b","1","49",NA,"6",4.38,"",0.876,"08.07/8.00"
"490",0.1804,"phospha","b","0","49",NA,"6",4.12,"",0.824,"08.07/8.00"
"491",0.7843,"phospha","a","1","50",NA,"6",4.31,"",0.862,"08.07/8.00"
"492",0.7901,"phospha","a","0","50",NA,"6",4.2,"",0.84,"08.07/8.00"
"493",0.1346,"phospha","b","1","50",NA,"6",4.31,"",0.862,"08.07/8.00"
"494",0.1313,"phospha","b","0","50",NA,"6",4.2,"",0.84,"08.07/8.00"
"495",0.6982,"phospha","a","1","51",NA,"6",4.51,"",0.902,"08.07/8.00"
"496",0.8388,"phospha","a","0","51",NA,"6",4.27,"frost after beta",0.854,"08.07/8.00"
"497",0.1466,"phospha","b","1","51",NA,"6",4.51,"",0.902,"08.07/8.00"
"498",0.1631,"phospha","b","0","51",NA,"6",4.27,"frost after beta",0.854,"08.07/8.00"
"499",0.8267,"phospha","a","1","52",NA,"6",4.48,"",0.896,"08.07/8.00"
"500",0.8041,"phospha","a","0","52",NA,"6",3.97,"frost after beta",0.794,"08.07/8.00"
"501",0.1247,"phospha","b","1","52",NA,"6",4.48,"",0.896,"08.07/8.00"
"502",0.1256,"phospha","b","0","52",NA,"6",3.97,"frost after beta",0.794,"08.07/8.00"
"503",0.8192,"phospha","a","1","53",NA,"6",4.27,"",0.854,"08.07/9.00"
"504",0.8456,"phospha","a","0","53",NA,"6",4.26,"",0.852,"08.07/9.00"
"505",0.1792,"phospha","b","1","53",NA,"6",4.27,"",0.854,"08.07/9.00"
"506",0.1742,"phospha","b","0","53",NA,"6",4.26,"",0.852,"08.07/9.00"
"507",0.7751,"phospha","a","1","54",NA,"6",4.63,"",0.926,"08.07/9.00"
"508",0.8484,"phospha","a","0","54",NA,"6",4.3,"",0.86,"08.07/9.00"
"509",0.1625,"phospha","b","1","54",NA,"6",4.63,"",0.926,"08.07/9.00"
"510",0.1544,"phospha","b","0","54",NA,"6",4.3,"",0.86,"08.07/9.00"
"511",0.8772,"phospha","a","1","55",NA,"6",4.58,"",0.916,"08.07/9.00"
"512",0.9172,"phospha","a","0","55",NA,"6",4.2,"",0.84,"08.07/9.00"
"513",0.1642,"phospha","b","1","55",NA,"6",4.58,"",0.916,"08.07/9.00"
"514",0.1638,"phospha","b","0","55",NA,"6",4.2,"",0.84,"08.07/9.00"
"515",0.8213,"phospha","a","1","56",NA,"6",4.43,"",0.886,"08.07/9.00"
"516",0.8644,"phospha","a","0","56",NA,"6",4.18,"",0.836,"08.07/9.00"
"517",0.1662,"phospha","b","1","56",NA,"6",4.43,"",0.886,"08.07/9.00"
"518",0.1359,"phospha","b","0","56",NA,"6",4.18,"",0.836,"08.07/9.00"
"519",0.756,"phospha","a","1","57",NA,"6",4.36,"",0.872,"08.07/9.00"
"520",0.8524,"phospha","a","0","57",NA,"6",4.18,"",0.836,"08.07/9.00"
"521",0.1454,"phospha","b","1","57",NA,"6",4.36,"",0.872,"08.07/9.00"
"522",0.1733,"phospha","b","0","57",NA,"6",4.18,"",0.836,"08.07/9.00"
"523",0.7739,"phospha","a","1","58",NA,"6",4.37,"",0.874,"08.07/9.00"
"524",0.8945,"phospha","a","0","58",NA,"6",3.73,"wet",0.746,"08.07/9.00"
"525",0.1861,"phospha","b","1","58",NA,"6",4.37,"",0.874,"08.07/9.00"
"526",0.1448,"phospha","b","0","58",NA,"6",3.73,"wet",0.746,"08.07/9.00"
"527",0.9202,"phospha","a","1","59",NA,"6",4.3,"",0.86,"08.07/9.00"
"528",0.9802,"phospha","a","0","59",NA,"6",4.24,"",0.848,"08.07/9.00"
"529",0.1483,"phospha","b","1","59",NA,"6",4.3,"",0.86,"08.07/9.00"
"530",0.127,"phospha","b","0","59",NA,"6",4.24,"",0.848,"08.07/9.00"
"531",0.8755,"phospha","a","1","60",NA,"6",4.52,"",0.904,"08.07/9.00"
"532",0.8515,"phospha","a","0","60",NA,"6",4.25,"",0.85,"08.07/9.00"
"533",0.1213,"phospha","b","1","60",NA,"6",4.52,"",0.904,"08.07/9.00"
"534",0.12,"phospha","b","0","60",NA,"6",4.25,"",0.85,"08.07/9.00"
