"Abs" "enz" "sample" "treatment" "plot_ID" "p_nytro_C" "cali_group" "bach.fresh_soil.g." "bach.dry_soil.g." "dry_weight" "comments" "date.time" "type" "dry_weight_ratio" "nytro_release"
"232" 0.1199 "beta_glu" "b" "nitrogen" 49 23.9646589359967 4 9.46 8.84 4.38 "" NA "mono" 0.876 1.74557832397941
"233" 0.3223 "beta_glu" "a" "control" 50 90.3341309305823 4 9.48 8.68 4.2 "" NA "mono" 0.84 2.13118549821866
"234" 0.3277 "beta_glu" "a" "nitrogen" 50 89.8201914876323 4 9.47 8.78 4.31 "" NA "mono" 0.862 1.87859520583894
"235" 0.1213 "beta_glu" "b" "control" 50 21.901293362103 4 9.48 8.68 4.2 "" NA "mono" 0.84 2.39526999921947
"236" 0.1196 "beta_glu" "b" "nitrogen" 50 20.778314224756 4 9.47 8.78 4.31 "" NA "mono" 0.862 1.90097071872619
"237" 0.328 "beta_glu" "a" "control" 51 90.7620625945064 4 9.48 8.75 4.27 "frost after beta" NA "mono" 0.854 1.44302869358807
"238" 0.3057 "beta_glu" "a" "nitrogen" 51 78.8617179030824 4 9.47 8.98 4.51 "" NA "mono" 0.902 1.67774590489073
"239" 0.1198 "beta_glu" "b" "control" 51 21.0399349617322 4 9.48 8.75 4.27 "frost after beta" NA "mono" 0.854 1.96892144989669
"240" 0.1178 "beta_glu" "b" "nitrogen" 51 19.2861735050145 4 9.47 8.98 4.51 "" NA "mono" 0.902 2.11230381234884
"241" 0.3048 "beta_glu" "a" "control" 52 89.2643329577733 4 9.48 8.45 3.97 "frost after beta" NA "mono" 0.794 2.37878760547313
"242" 0.311 "beta_glu" "a" "nitrogen" 52 81.0814797225897 4 9.42 8.9 4.48 "" NA "mono" 0.896 1.84008653740311
"243" 0.1207 "beta_glu" "b" "control" 52 22.9540222133849 4 9.48 8.45 3.97 "frost after beta" NA "mono" 0.794 2.46646938993082
"244" 0.1228 "beta_glu" "b" "nitrogen" 52 21.0112370435421 4 9.42 8.9 4.48 "" NA "mono" 0.896 2.30251319322513
"245" 0.2506 "beta_glu" "a" "control" 53 64.9945210873166 4 9.47 8.73 4.26 "" NA "mono" 0.852 2.04901814382293
"246" 0.2922 "beta_glu" "a" "nitrogen" 53 78.7733393992455 4 9.48 8.75 4.27 "" NA "mono" 0.854 2.16034481258844
"247" 0.1146 "beta_glu" "b" "control" 53 19.3438579486492 4 9.47 8.73 4.26 "" NA "mono" 0.852 2.15773284183806
"248" 0.1207 "beta_glu" "b" "nitrogen" 53 21.3413274442946 4 9.48 8.75 4.27 "" NA "mono" 0.854 2.15589710202104
"249" 0.2747 "beta_glu" "a" "control" 54 72.4042351555099 4 9.49 8.79 4.3 "" NA "mono" 0.86 2.25255557626188
"250" 0.3038 "beta_glu" "a" "nitrogen" 54 76.2309853029956 4 9.48 9.11 4.63 "" NA "mono" 0.926 2.1976829460464
"251" 0.113 "beta_glu" "b" "control" 54 18.6318444274559 4 9.49 8.79 4.3 "" NA "mono" 0.86 2.06252773953865
"252" 0.1032 "beta_glu" "b" "nitrogen" 54 14.2772181686938 4 9.48 9.11 4.63 "" NA "mono" 0.926 1.97092817373285
"253" 0.2902 "beta_glu" "a" "control" 55 79.4053046323326 4 9.48 8.68 4.2 "" NA "mono" 0.84 1.43910833803968
"254" 0.2939 "beta_glu" "a" "nitrogen" 55 73.9722831980158 4 9.48 9.06 4.58 "" NA "mono" 0.916 1.61690038437158
"255" 0.1154 "beta_glu" "b" "control" 55 19.8925682792471 4 9.48 8.68 4.2 "" NA "mono" 0.84 1.60285782445916
"256" 0.1185 "beta_glu" "b" "nitrogen" 55 19.2099564258207 4 9.48 9.06 4.58 "" NA "mono" 0.916 1.66787579131337
"257" 0.3011 "beta_glu" "a" "control" 56 83.5140249404892 4 9.47 8.65 4.18 "" NA "mono" 0.836 1.30049031002128
"258" 0.3108 "beta_glu" "a" "nitrogen" 56 81.9320634716262 4 9.45 8.88 4.43 "" NA "mono" 0.886 1.68261768370277
"259" 0.1165 "beta_glu" "b" "control" 56 20.364048002698 4 9.47 8.65 4.18 "" NA "mono" 0.836 1.66616690218292
"260" 0.1183 "beta_glu" "b" "nitrogen" 56 19.7958493120453 4 9.45 8.88 4.43 "" NA "mono" 0.886 1.81726704171148
"261" 0.2963 "beta_glu" "a" "control" 57 81.8719887037536 4 9.48 8.66 4.18 "" NA "mono" 0.836 1.5937180961518
"262" 0.2931 "beta_glu" "a" "nitrogen" 57 77.442455306266 4 9.49 8.85 4.36 "" NA "mono" 0.872 1.67583456134811
"263" 0.1117 "beta_glu" "b" "control" 57 18.7220117659623 4 9.48 8.66 4.18 "" NA "mono" 0.836 1.39589077219032
"264" 0.1204 "beta_glu" "b" "nitrogen" 57 20.802405096397 4 9.49 8.85 4.36 "" NA "mono" 0.872 1.70408959971301
"265" 0.2376 "beta_glu" "a" "control" 58 69.2459628065927 4 9.46 8.19 3.73 "wet" NA "mono" 0.746 1.63759864991672
"266" 0.3008 "beta_glu" "a" "nitrogen" 58 79.7848151680544 4 9.46 8.83 4.37 "" NA "mono" 0.874 1.88694718781822
"267" 0.1024 "beta_glu" "b" "control" 58 17.4154338363163 4 9.46 8.19 3.73 "wet" NA "mono" 0.746 1.55556188364645
"268" 0.1116 "beta_glu" "b" "nitrogen" 58 17.8752895177972 4 9.46 8.83 4.37 "" NA "mono" 0.874 1.83331332109982
"269" 0.3232 "beta_glu" "a" "control" 59 89.7854471247612 4 9.48 8.72 4.24 "" NA "mono" 0.848 1.4731729316711
"270" 0.3153 "beta_glu" "a" "nitrogen" 59 85.9055280655841 4 9.49 8.79 4.3 "" NA "mono" 0.86 1.70899530042401
"271" 0.1173 "beta_glu" "b" "control" 59 20.3456774912429 4 9.48 8.72 4.24 "" NA "mono" 0.848 1.41491895456026
"272" 0.1144 "beta_glu" "b" "nitrogen" 59 19.0974062519412 4 9.49 8.79 4.3 "" NA "mono" 0.86 2.11427803899205
"273" 0.2822 "beta_glu" "a" "control" 60 75.7794730211464 4 9.46 8.71 4.25 "" NA "mono" 0.85 1.88832179205059
"274" 0.2876 "beta_glu" "a" "nitrogen" 60 72.9611583502481 4 9.43 8.95 4.52 "" NA "mono" 0.904 2.11674435349539
"275" 0.1045 "beta_glu" "b" "control" 60 15.9911628182095 4 9.46 8.71 4.25 "" NA "mono" 0.85 1.75521981472208
"276" 0.1087 "beta_glu" "b" "nitrogen" 60 16.3646436976219 4 9.43 8.95 4.52 "" NA "mono" 0.904 1.81054290202343
"295" 0.866 "phospha" "a" "control" 1 278.091747073195 5 9.46 8.62 4.16 "" "08.06/10.00" "triplet" 0.832 0.603913548670153
"296" 0.9676 "phospha" "a" "nitrogen" 1 303.529967505067 5 9.47 8.76 4.29 "" "08.06/10.00" "triplet" 0.858 0.497100970821841
"297" 0.2012 "phospha" "b" "control" 1 49.5763531949838 5 9.46 8.62 4.16 "" "08.06/10.00" "triplet" 0.832 0.553588397956713
"298" 0.2057 "phospha" "b" "nitrogen" 1 49.5739764088206 5 9.47 8.76 4.29 "" "08.06/10.00" "triplet" 0.858 0.318725971911205
"299" 0.9951 "phospha" "a" "control" 2 330.410568363973 5 9.47 8.53 4.06 "" "08.06/10.00" "triplet" 0.812 0.327373023356411
"300" 1.0719 "phospha" "a" "nitrogen" 2 358.342294091509 5 9.43 8.48 4.05 "" "08.06/10.00" "triplet" 0.81 0.0398714865189837
"301" 0.216 "phospha" "b" "control" 2 56.0100343979295 5 9.47 8.53 4.06 "" "08.06/10.00" "triplet" 0.812 0.971396111657495
"302" 0.237 "phospha" "b" "nitrogen" 2 63.562833909851 5 9.43 8.48 4.05 "" "08.06/10.00" "triplet" 0.81 0.147671148302432
"303" 1.0214 "phospha" "a" "control" 3 314.139937733789 5 9.46 8.85 4.39 "" "08.06/10.00" "triplet" 0.878 0.0112047252873927
"304" 0.9591 "phospha" "a" "nitrogen" 3 293.847168914822 5 9.46 8.85 4.39 "" "08.06/10.00" "triplet" 0.878 -0.0299904673611904
"305" 0.2598 "phospha" "b" "control" 3 66.0665391378776 5 9.46 8.85 4.39 "" "08.06/10.00" "triplet" 0.878 0.864419684202858
"306" 0.1917 "phospha" "b" "nitrogen" 3 43.8845558863261 5 9.46 8.85 4.39 "" "08.06/10.00" "triplet" 0.878 0.959050081360243
"307" 0.9471 "phospha" "a" "control" 4 318.207448215545 5 9.46 8.46 4 "" "08.06/10.00" "triplet" 0.8 0.994482092635831
"308" 1.0479 "phospha" "a" "nitrogen" 4 339.800415760872 5 9.45 8.62 4.17 "" "08.06/10.00" "triplet" 0.834 0.932510939941338
"309" 0.2179 "phospha" "b" "control" 4 57.5294063614064 5 9.46 8.46 4 "" "08.06/10.00" "triplet" 0.8 0.777742923296028
"310" 0.1819 "phospha" "b" "nitrogen" 4 42.8392780393198 5 9.45 8.62 4.17 "" "08.06/10.00" "triplet" 0.834 0.872316628433296
"311" 0.9441 "phospha" "a" "control" 5 302.754170213296 5 9.5 8.69 4.19 "" "08.07/9.00" "triplet" 0.838 0.493649312369112
"312" 1.0459 "phospha" "a" "nitrogen" 5 328.099270056579 5 9.45 8.76 4.31 "" "08.07/9.00" "triplet" 0.862 0.56398278572575
"313" 0.1876 "phospha" "b" "control" 5 44.5800589007303 5 9.5 8.69 4.19 "" "08.07/9.00" "triplet" 0.838 0.675217637672844
"314" 0.2046 "phospha" "b" "nitrogen" 5 48.9789848991649 5 9.45 8.76 4.31 "" "08.07/9.00" "triplet" 0.862 0.771491080110826
"315" 0.9481 "phospha" "a" "control" 6 342.54293891174 5 9.47 8.19 3.72 "wet" "08.07/9.00" "triplet" 0.744 0.857419809284754
"316" 1.1522 "phospha" "a" "nitrogen" 6 369.365675518091 5 9.5 8.74 4.24 "" "08.07/9.00" "triplet" 0.848 0.700146423696034
"317" 0.1835 "phospha" "b" "control" 6 48.636476679341 5 9.47 8.19 3.72 "wet" "08.07/9.00" "triplet" 0.744 0.677670686008548
"318" 0.1832 "phospha" "b" "nitrogen" 6 42.570450773656 5 9.5 8.74 4.24 "" "08.07/9.00" "triplet" 0.848 0.652750876242514
"319" 1.1729 "phospha" "a" "control" 7 405.002593885574 5 9.49 8.43 3.94 "" "08.07/9.00" "triplet" 0.788 0.83583607411327
"320" 1.1062 "phospha" "a" "nitrogen" 7 360.657026269264 5 9.49 8.65 4.16 "" "08.07/9.00" "triplet" 0.832 0.834223003958258
"321" 0.1725 "phospha" "b" "control" 7 41.9285163611045 5 9.49 8.43 3.94 "" "08.07/9.00" "triplet" 0.788 0.634416699555157
"322" 0.197 "phospha" "b" "nitrogen" 7 48.1326638834788 5 9.49 8.65 4.16 "" "08.07/9.00" "triplet" 0.832 0.673884155197954
"323" 1.1531 "phospha" "a" "control" 8 385.109928770822 5 9.46 8.53 4.07 "" "08.07/9.00" "triplet" 0.814 0.769684921749343
"324" 1.1706 "phospha" "a" "nitrogen" 8 383.715989918875 5 9.49 8.64 4.15 "" "08.07/9.00" "triplet" 0.83 1.22952208541805
"325" 0.2344 "phospha" "b" "control" 8 62.3370107179904 5 9.46 8.53 4.07 "" "08.07/9.00" "triplet" 0.814 0.724008977722877
"326" 0.1843 "phospha" "b" "nitrogen" 8 43.8726855804195 5 9.49 8.64 4.15 "" "08.07/9.00" "triplet" 0.83 0.781296508043824
"327" 0.8649 "phospha" "a" "control" 9 267.427947672697 5 9.49 8.81 4.32 "" "08.06/11.00" "triplet" 0.864 0.467239437770849
"328" 0.916 "phospha" "a" "nitrogen" 9 271.760765995359 5 9.47 8.99 4.52 "" "08.06/11.00" "triplet" 0.904 0.423694591683658
"329" 0.1482 "phospha" "b" "control" 9 30.196947950956 5 9.49 8.81 4.32 "" "08.06/11.00" "triplet" 0.864 0.802569432767789
"330" 0.1524 "phospha" "b" "nitrogen" 9 30.189505018582 5 9.47 8.99 4.52 "" "08.06/11.00" "triplet" 0.904 0.716125243183292
"331" 0.939 "phospha" "a" "control" 10 314.830626397823 5 9.45 8.62 4.17 "" "08.06/11.00" "triplet" 0.834 0.825760536956887
"332" 1.1775 "phospha" "a" "nitrogen" 10 382.838281919631 5 9.47 8.82 4.35 "" "08.06/11.00" "triplet" 0.87 0.925147932120405
"333" 0.16 "phospha" "b" "control" 10 38.7247766700827 5 9.45 8.62 4.17 "" "08.06/11.00" "triplet" 0.834 0.811102065886646
"334" 0.1645 "phospha" "b" "nitrogen" 10 38.6513368298696 5 9.47 8.82 4.35 "" "08.06/11.00" "triplet" 0.87 0.95600165415945
"335" 0.8243 "phospha" "a" "control" 11 273.520861578933 5 9.47 8.65 4.18 "" "08.06/11.00" "triplet" 0.836 1.00419668673321
"336" 1.0391 "phospha" "a" "nitrogen" 11 393.744321867238 5 9.47 8.18 3.71 "wet" "08.06/11.00" "triplet" 0.742 1.09802942169405
"337" 0.1448 "phospha" "b" "control" 11 33.2575910409166 5 9.47 8.65 4.18 "" "08.06/11.00" "triplet" 0.836 0.986307818551092
"338" 0.1501 "phospha" "b" "nitrogen" 11 39.5822443190649 5 9.47 8.18 3.71 "wet" "08.06/11.00" "triplet" 0.742 0.965668111042739
"339" 1.0551 "phospha" "a" "control" 12 349.279863921807 5 9.47 8.72 4.25 "" "08.06/11.00" "triplet" 0.85 1.06551774721976
"340" 0.975 "phospha" "a" "nitrogen" 12 330.963576773354 5 9.45 8.56 4.11 "" "08.06/11.00" "triplet" 0.822 0.814709453527744
"341" 0.1423 "phospha" "b" "control" 12 33.5789076673128 5 9.47 8.72 4.25 "" "08.06/11.00" "triplet" 0.85 0.885521166703968
"342" 0.1529 "phospha" "b" "nitrogen" 12 38.4937645040081 5 9.45 8.56 4.11 "" "08.06/11.00" "triplet" 0.822 0.963809784328116
"343" 1.0138 "phospha" "a" "control" 13 338.993431192859 5 9.48 8.66 4.18 "" "08.06/11.00" "triplet" 0.836 0.566636647358747
"344" 1.131 "phospha" "a" "nitrogen" 13 367.675695572794 5 9.46 8.78 4.32 "" "08.06/11.00" "triplet" 0.864 0.513547770975267
"345" 0.1742 "phospha" "b" "control" 13 45.2999086795275 5 9.48 8.66 4.18 "" "08.06/11.00" "triplet" 0.836 0.86209400058299
"346" 0.1888 "phospha" "b" "nitrogen" 13 48.773453132496 5 9.46 8.78 4.32 "" "08.06/11.00" "triplet" 0.864 0.939051086027202
"347" 1.0183 "phospha" "a" "control" 14 350.633574557521 5 9.47 8.53 4.06 "" "08.06/11.00" "triplet" 0.812 0.922372669682552
"348" 0.9161 "phospha" "a" "nitrogen" 14 307.762902884017 5 9.47 8.61 4.14 "" "08.06/11.00" "triplet" 0.828 0.772208519384966
"349" 0.1804 "phospha" "b" "control" 14 47.2003701546874 5 9.47 8.53 4.06 "" "08.06/11.00" "triplet" 0.812 1.04174965099031
"350" 0.1604 "phospha" "b" "nitrogen" 14 39.1481928509059 5 9.47 8.61 4.14 "" "08.06/11.00" "triplet" 0.828 0.70636995316114
"351" 1.0288 "phospha" "a" "control" 15 349.171024673535 5 9.44 8.58 4.14 "" "08.06/11.00" "triplet" 0.828 0.963852882801498
"352" 1.0676 "phospha" "a" "nitrogen" 15 347.093397675168 5 9.46 8.79 4.33 "" "08.06/11.00" "triplet" 0.866 0.998540192389112
"353" 0.2078 "phospha" "b" "control" 15 56.0702129204506 5 9.44 8.58 4.14 "" "08.06/11.00" "triplet" 0.828 0.978966701198336
"354" 0.1999 "phospha" "b" "nitrogen" 15 50.9132765918428 5 9.46 8.79 4.33 "" "08.06/11.00" "triplet" 0.866 0.969197964335388
"355" 0.9885 "phospha" "a" "control" 16 343.070463745419 5 9.47 8.51 4.04 "" "08.06/11.00" "triplet" 0.808 0.767703273515
"356" 1.0604 "phospha" "a" "nitrogen" 16 359.583811455513 5 9.44 8.59 4.15 "" "08.06/11.00" "triplet" 0.83 0.798647990100408
"357" 0.1828 "phospha" "b" "control" 16 48.3120546928378 5 9.47 8.51 4.04 "" "08.06/11.00" "triplet" 0.808 0.565818896616979
"358" 0.1627 "phospha" "b" "nitrogen" 16 39.8729919546163 5 9.44 8.59 4.15 "" "08.06/11.00" "triplet" 0.83 0.716200728219991
"359" 0.7763 "phospha" "a" "control" 17 245.95716485763 5 9.46 8.82 4.36 "" "08.06/13.00" "triplet" 0.872 0.407011364427113
"360" 0.8839 "phospha" "a" "nitrogen" 17 280.502495441293 5 9.49 8.88 4.39 "" "08.06/13.00" "triplet" 0.878 0.459099586916322
"361" 0.238 "phospha" "b" "control" 17 63.4784995350548 5 9.46 8.82 4.36 "" "08.06/13.00" "triplet" 0.872 0.730332257157265
"362" 0.2428 "phospha" "b" "nitrogen" 17 64.6607412835778 5 9.49 8.88 4.39 "" "08.06/13.00" "triplet" 0.878 0.724045449042689
"363" 1.0476 "phospha" "a" "control" 18 364.691689977277 5 9.49 8.53 4.04 "" "08.06/13.00" "triplet" 0.808 0.68223246398157
"364" 1.0134 "phospha" "a" "nitrogen" 18 333.210036098587 5 9.47 8.74 4.27 "" "08.06/13.00" "triplet" 0.854 0.560088289390677
"365" 0.1876 "phospha" "b" "control" 18 50.0680933715673 5 9.49 8.53 4.04 "" "08.06/13.00" "triplet" 0.808 0.732047627981416
"366" 0.1902 "phospha" "b" "nitrogen" 18 48.2711698352268 5 9.47 8.74 4.27 "" "08.06/13.00" "triplet" 0.854 0.633485071547177
"367" 0.9898 "phospha" "a" "control" 19 334.440017474491 5 8.11 7.26 4.15 "" "08.06/13.00" "triplet" 0.83 0.674344168149477
"368" 1.1714 "phospha" "a" "nitrogen" 19 386.091079510649 5 8.1 7.39 4.29 "" "08.06/13.00" "triplet" 0.858 0.650503831700002
"369" 0.2046 "phospha" "b" "control" 19 54.795441923523 5 8.11 7.26 4.15 "" "08.06/13.00" "triplet" 0.83 0.707479923450476
"370" 0.1772 "phospha" "b" "nitrogen" 19 43.5673438974326 5 8.1 7.39 4.29 "" "08.06/13.00" "triplet" 0.858 0.676396474454798
"371" 0.9681 "phospha" "a" "control" 20 325.926319571564 5 8.09 7.25 4.16 "" "08.06/13.00" "triplet" 0.832 0.688043069883879
"372" 1.1067 "phospha" "a" "nitrogen" 20 384.409896917464 5 8.1 7.16 4.06 "" "08.06/13.00" "triplet" 0.812 0.5536403997904
"373" 0.1738 "phospha" "b" "control" 20 43.7208432614635 5 8.09 7.25 4.16 "" "08.06/13.00" "triplet" 0.832 0.855487750885866
"374" 0.2181 "phospha" "b" "nitrogen" 20 60.9246486378534 5 8.1 7.16 4.06 "" "08.06/13.00" "triplet" 0.812 0.650717602478257
"375" 1.0655 "phospha" "a" "control" 21 372.161442572909 5 9.5 8.53 4.03 "" "08.06/13.00" "triplet" 0.806 0.507794896539042
"376" 1.2571 "phospha" "a" "nitrogen" 21 428.604630856493 5 9.46 8.62 4.16 "" "08.06/13.00" "triplet" 0.832 0.73980112800151
"377" 0.1883 "phospha" "b" "control" 21 50.4490562471506 5 9.5 8.53 4.03 "" "08.06/13.00" "triplet" 0.806 0.870681164668428
"378" 0.1808 "phospha" "b" "nitrogen" 21 46.2078611818597 5 9.46 8.62 4.16 "" "08.06/13.00" "triplet" 0.832 1.06629793301034
"379" 1.0675 "phospha" "a" "control" 22 356.95168931386 5 9.47 8.68 4.21 "" "08.06/13.00" "triplet" 0.842 0.93276758769818
"380" 1.0586 "phospha" "a" "nitrogen" 22 399.359897839706 5 9.46 8.19 3.73 "wet" "08.06/13.00" "triplet" 0.746 0.793121052486688
"381" 0.1777 "phospha" "b" "control" 22 44.5707612661801 5 9.47 8.68 4.21 "" "08.06/13.00" "triplet" 0.842 1.06269072188249
"382" 0.1785 "phospha" "b" "nitrogen" 22 50.6234059805977 5 9.46 8.19 3.73 "wet" "08.06/13.00" "triplet" 0.746 1.00268608790235
"383" 1.0498 "phospha" "a" "control" 23 378.61692969102 5 9.57 8.47 3.9 "" "08.06/13.00" "triplet" 0.78 0.896863577024215
"384" 0.8861 "phospha" "a" "nitrogen" 23 341.065622451397 5 9.44 8.06 3.62 "wet" "08.06/13.00" "triplet" 0.724 0.987457026011156
"385" 0.2205 "phospha" "b" "control" 23 64.3336593847996 5 9.57 8.47 3.9 "" "08.06/13.00" "triplet" 0.78 1.09486578958418
"386" 0.1769 "phospha" "b" "nitrogen" 23 51.5084269485102 5 9.44 8.06 3.62 "wet" "08.06/13.00" "triplet" 0.724 0.919465388167268
"387" 0.985 "phospha" "a" "control" 24 331.13469454606 5 9.46 8.63 4.17 "" "08.06/13.00" "triplet" 0.834 0.918362721348521
"388" 1.0802 "phospha" "a" "nitrogen" 24 350.584608783734 5 9.46 8.8 4.34 "" "08.06/13.00" "triplet" 0.868 1.05044609916495
"389" 0.1386 "phospha" "b" "control" 24 31.1398406185119 5 9.46 8.63 4.17 "" "08.06/13.00" "triplet" 0.834 0.815746795331319
"390" 0.1328 "phospha" "b" "nitrogen" 24 27.9448709437473 5 9.46 8.8 4.34 "" "08.06/13.00" "triplet" 0.868 0.832537697737924
"391" 0.8495 "phospha" "a" "control" 25 270.771280223806 5 9.48 8.84 4.36 "" "08.06/15.00" "triplet" 0.872 0.508941261473175
"392" 0.7735 "phospha" "a" "nitrogen" 25 247.276583555492 5 9.47 8.79 4.32 "" "08.06/15.00" "triplet" 0.864 0.489070483733255
"393" 0.1821 "phospha" "b" "control" 25 44.528922363344 5 9.48 8.84 4.36 "" "08.06/15.00" "triplet" 0.872 0.492322572435103
"394" 0.1934 "phospha" "b" "nitrogen" 25 48.807289977885 5 9.47 8.79 4.32 "" "08.06/15.00" "triplet" 0.864 0.496704152970333
"395" 1.0269 "phospha" "a" "control" 26 347.6529743682 5 9.44 8.59 4.15 "" "08.06/15.00" "triplet" 0.83 0.501598040523555
"396" 1.1558 "phospha" "a" "nitrogen" 26 375.465274310107 5 9.48 8.83 4.35 "" "08.06/15.00" "triplet" 0.87 0.428601038835021
"397" 0.2029 "phospha" "b" "control" 26 54.1899964593907 5 9.44 8.59 4.15 "" "08.06/15.00" "triplet" 0.83 0.47705259528337
"398" 0.1864 "phospha" "b" "nitrogen" 26 46.0922984265782 5 9.48 8.83 4.35 "" "08.06/15.00" "triplet" 0.87 0.432160019273724
"399" 1.0511 "phospha" "a" "control" 27 358.865879801607 5 9.49 8.61 4.12 "" "08.06/15.00" "triplet" 0.824 0.328422036968831
"400" 0.7804 "phospha" "a" "nitrogen" 27 290.68275891818 5 9.46 8.17 3.71 "wet" "08.06/15.00" "triplet" 0.742 0.413179942121949
"401" 0.2396 "phospha" "b" "control" 27 67.7502564871023 5 9.49 8.61 4.12 "" "08.06/15.00" "triplet" 0.824 0.386851731856504
"402" 0.1873 "phospha" "b" "nitrogen" 27 54.4020747856476 5 9.46 8.17 3.71 "wet" "08.06/15.00" "triplet" 0.742 0.445710554923034
"403" 1.0635 "phospha" "a" "control" 28 353.031748850541 5 9.46 8.7 4.24 "" "08.06/15.00" "triplet" 0.848 0.428149182396299
"404" 0.9138 "phospha" "a" "nitrogen" 28 302.274438792197 5 9.46 8.68 4.22 "" "08.06/15.00" "triplet" 0.844 0.393973573900684
"405" 0.1976 "phospha" "b" "control" 28 51.1922380740029 5 9.46 8.7 4.24 "" "08.06/15.00" "triplet" 0.848 0.454316380847419
"406" 0.2237 "phospha" "b" "nitrogen" 28 60.5760353338302 5 9.46 8.68 4.22 "" "08.06/15.00" "triplet" 0.844 0.447023123450222
"407" 0.9181 "phospha" "a" "control" 29 293.353210149773 5 10.82 10.19 4.37 "" "08.06/15.00" "triplet" 0.874 0.454316380847419
"408" 1.0081 "phospha" "a" "nitrogen" 29 337.702496006747 5 10.75 9.94 4.19 "" "08.06/15.00" "triplet" 0.838 0.407482375610568
"409" 0.2336 "phospha" "b" "control" 29 61.8450941417111 5 10.82 10.19 4.37 "" "08.06/15.00" "triplet" 0.874 0.372881503383283
"410" 0.1855 "phospha" "b" "nitrogen" 29 47.5349161948633 5 10.75 9.94 4.19 "" "08.06/15.00" "triplet" 0.838 0.44539227086516
"411" 0.9147 "phospha" "a" "control" 30 304.756164916995 5 9.47 8.66 4.19 "" "08.06/15.00" "triplet" 0.838 0.499566688010922
"412" 0.9358 "phospha" "a" "nitrogen" 30 298.656190541297 5 10.73 10.11 4.38 "" "08.06/15.00" "triplet" 0.876 0.480633969882323
"413" 0.269 "phospha" "b" "control" 30 76.9890772868792 5 9.47 8.66 4.19 "" "08.06/15.00" "triplet" 0.838 0.430131728078683
"414" 0.1871 "phospha" "b" "nitrogen" 30 46.0128076736301 5 10.73 10.11 4.38 "" "08.06/15.00" "triplet" 0.876 0.407169170162779
"415" 1.0528 "phospha" "a" "control" 31 363.000005749699 5 9.43 8.51 4.08 "" "08.06/15.00" "triplet" 0.816 1.64399563941159
"416" 0.7925 "phospha" "a" "nitrogen" 31 307.091547945026 5 9.49 8.06 3.57 "wet" "08.06/15.00" "triplet" 0.714 1.82702151867803
"417" 0.2227 "phospha" "b" "control" 31 62.2923700704655 5 9.43 8.51 4.08 "" "08.06/15.00" "triplet" 0.816 1.97410456090679
"418" 0.2307 "phospha" "b" "nitrogen" 31 74.5033231533926 5 9.49 8.06 3.57 "wet" "08.06/15.00" "triplet" 0.714 2.12071554087523
"419" 0.9827 "phospha" "a" "control" 32 331.113528376962 5 9.45 8.61 4.16 "" "08.06/15.00" "triplet" 0.832 1.7847007093231
"420" 0.897 "phospha" "a" "nitrogen" 32 286.216875237033 5 9.48 8.85 4.37 "" "08.06/15.00" "triplet" 0.874 1.79829218006112
"421" 0.236 "phospha" "b" "control" 32 65.8197739255555 5 9.45 8.61 4.16 "" "08.06/15.00" "triplet" 0.832 1.87538159607294
"422" 0.2412 "phospha" "b" "nitrogen" 32 64.4155275699963 5 9.48 8.85 4.37 "" "08.06/15.00" "triplet" 0.874 2.13641106274498
"423" 0.8132 "phospha" "a" "control" 33 265.155625892684 5 9.48 8.73 4.25 "" "08.06/15.20" "triplet" 0.85 1.85736770728464
"424" 0.7796 "phospha" "a" "nitrogen" 33 243.171701175945 5 9.46 8.89 4.43 "" "08.06/15.20" "triplet" 0.886 2.00805960544902
"425" 0.1973 "phospha" "b" "control" 33 50.9674563923278 5 9.48 8.73 4.25 "" "08.06/15.20" "triplet" 0.85 2.1144349800892
"426" 0.1895 "phospha" "b" "nitrogen" 33 46.2941976843191 5 9.46 8.89 4.43 "" "08.06/15.20" "triplet" 0.886 2.35104478233406
"427" 0.968 "phospha" "a" "control" 34 329.054779003782 5 9.47 8.59 4.12 "" "08.06/15.20" "triplet" 0.824 2.61204372319762
"428" 0.914 "phospha" "a" "nitrogen" 34 329.688302725407 5 9.45 8.32 3.87 "wet" "08.06/15.20" "triplet" 0.774 2.2483767078114
"429" 0.1677 "phospha" "b" "control" 34 41.9570176499946 5 9.47 8.59 4.12 "" "08.06/15.20" "triplet" 0.824 2.32210732412109
"430" 0.1748 "phospha" "b" "nitrogen" 34 47.3789941056724 5 9.45 8.32 3.87 "wet" "08.06/15.20" "triplet" 0.774 2.44491585855004
"431" 0.9504 "phospha" "a" "control" 35 324.315342244228 5 9.46 8.56 4.1 "" "08.06/15.20" "triplet" 0.82 1.70669783972476
"432" 0.9653 "phospha" "a" "nitrogen" 35 320.311633080135 5 9.51 8.73 4.22 "" "08.06/15.20" "triplet" 0.844 1.73792274084012
"433" 0.1631 "phospha" "b" "control" 35 40.5034430000398 5 9.46 8.56 4.1 "" "08.06/15.20" "triplet" 0.82 1.98637301962404
"434" 0.1483 "phospha" "b" "nitrogen" 35 34.1681819491601 5 9.51 8.73 4.22 "" "08.06/15.20" "triplet" 0.844 2.47616507258821
"435" 0.9764 "phospha" "a" "control" 36 325.743067370047 5 9.47 8.67 4.2 "" "08.06/15.20" "triplet" 0.84 1.72851273768357
"436" 0.9653 "phospha" "a" "nitrogen" 36 308.610751506431 5 9.48 8.86 4.38 "" "08.06/15.20" "triplet" 0.876 2.54792861545448
